"","original.name","new.name","plot","season.year","season","year","Time","Year","Season","Season.Year","Cropping.system","Cover","Replicate","richness","shannon.div","simpson.div","invsimpson.div","evenness"
"218_Fall_2020","X218.ITS_2020.09","218_Fall_2020","218","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Wheat-Clover","2",297,4.18612994937132,0.92750816,13.7946560605993,0.735217226121846
"219_Fall_2020","X219.ITS_2020.09","219_Fall_2020","219","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","SHM","2",359,4.33440908660318,0.94851104,19.4216391241929,0.736728127475079
"220_Fall_2020","X220.ITS_2020.09","220_Fall_2020","220","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Clover","2",364,4.29013054938554,0.94195096,17.2268137423117,0.727491709675331
"301_Fall_2020","X301.ITS_2020.09","301_Fall_2020","301","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Clover","3",330,3.64347493223919,0.883131839999999,8.55665050258337,0.628283621134543
"302_Fall_2020","X302.ITS_2020.09","302_Fall_2020","302","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","No cover","3",342,4.18835994120309,0.9600592,25.037054841165,0.717822758945497
"303_Fall_2020","X303.ITS_2020.09","303_Fall_2020","303","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","SHM","3",343,4.4889666520625,0.97192864,35.6234966884398,0.768957507149336
"304_Fall_2020","X304.ITS_2020.09","304_Fall_2020","304","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Wheat-Clover","3",374,4.27216727367294,0.94650184,18.6922316580608,0.721131466932505
"305_Fall_2020","X305.ITS_2020.09","305_Fall_2020","305","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Wheat","3",273,3.69890559787404,0.931414639999999,14.5803710879405,0.659403546881026
"306_Fall_2020","X306.ITS_2020.09","306_Fall_2020","306","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Clover","3",322,4.32202433045677,0.96582568,29.2617380536029,0.748460602761717
"307_Fall_2020","X307.ITS_2020.09","307_Fall_2020","307","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Wheat","3",367,4.59847763434419,0.97492136,39.8745705508753,0.778695320060546
"308_Fall_2020","X308.ITS_2020.09","308_Fall_2020","308","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","SHM","3",382,4.33544839517071,0.94955344,19.8229572046142,0.729208020858058
"309_Fall_2020","X309.ITS_2020.09","309_Fall_2020","309","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Wheat-Clover","3",394,4.79556406938263,0.97598272,41.636688251126,0.802423442358739
"310_Fall_2020","X310.ITS_2020.09","310_Fall_2020","310","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","No cover","3",421,4.73988947318995,0.97812056,45.7050089033358,0.784407989638097
"311_Fall_2020","X311.ITS_2020.09","311_Fall_2020","311","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","SHM","3",393,4.93232484275045,0.98510728,67.1469013047986,0.825658191876503
"312_Fall_2020","X312.ITS_2020.09","312_Fall_2020","312","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","Wheat-Clover","3",371,4.69252248286793,0.97705264,43.5779976433019,0.79316467443301
"313_Fall_2020","X313.ITS_2020.09","313_Fall_2020","313","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","No cover","3",384,4.38260737392674,0.95913712,24.4720881151794,0.736493132497245
"314_Fall_2020","X314.ITS_2020.09","314_Fall_2020","314","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","Clover","3",263,3.63205256871525,0.90996736,11.107082942364,0.651821996976587
"315_Fall_2020","X315.ITS_2020.09","315_Fall_2020","315","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","Wheat","3",432,4.96871081367322,0.98516112,67.3905308217332,0.818780875108482
"316_Fall_2020","X316.ITS_2020.09","316_Fall_2020","316","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","SHM","3",400,4.73287664401378,0.98162088,54.4095691197403,0.789936518325605
"317_Fall_2020","X317.ITS_2020.09","317_Fall_2020","317","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","Clover","3",388,4.79253367519321,0.98185224,55.1032193504875,0.803980772058172
"318_Fall_2020","X318.ITS_2020.09","318_Fall_2020","318","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","Wheat","3",346,4.50738979475267,0.96916272,32.4282816123861,0.770963310858954
"319_Fall_2020","X319.ITS_2020.09","319_Fall_2020","319","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","Wheat-Clover","3",360,4.53895850600693,0.97463168,39.4192441596449,0.771131206950256
"320_Fall_2020","X320.ITS_2020.09","320_Fall_2020","320","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","No cover","3",357,4.49926857236744,0.96803256,31.2818292612734,0.765476492889439
"401_Fall_2020","X401.ITS_2020.09","401_Fall_2020","401","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","SHM","4",369,4.58881001899296,0.97266824,36.5874718642342,0.776343747778831
"402_Fall_2020","X402.ITS_2020.09","402_Fall_2020","402","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","Wheat-Clover","4",373,4.55398144319112,0.96696824,30.2738939735576,0.769048574630722
"403_Fall_2020","X403.ITS_2020.09","403_Fall_2020","403","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","No cover","4",390,4.97338649444065,0.98698872,76.8563892253491,0.833601101667028
"404_Fall_2020","X404.ITS_2020.09","404_Fall_2020","404","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","Wheat","4",318,4.4146009366664,0.97340264,37.5977164650928,0.766150914561328
"405_Fall_2020","X405.ITS_2020.09","405_Fall_2020","405","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","Clover","4",409,4.71582816082339,0.97905904,47.7533026184092,0.784178837616669
"406_Fall_2020","X406.ITS_2020.09","406_Fall_2020","406","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Wheat","4",448,4.78310890431031,0.97824432,45.9650077588935,0.783500558039075
"407_Fall_2020","X407.ITS_2020.09","407_Fall_2020","407","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Clover","4",412,4.75062134673079,0.97842952,46.3596544907671,0.789005634273784
"408_Fall_2020","X408.ITS_2020.09","408_Fall_2020","408","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","No cover","4",378,4.43145059217452,0.96706968,30.3671510024804,0.746677269401917
"409_Fall_2020","X409.ITS_2020.09","409_Fall_2020","409","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Wheat-Clover","4",417,4.97929960676763,0.98489664,66.210432645451,0.82533208107923
"410_Fall_2020","X410.ITS_2020.09","410_Fall_2020","410","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","SHM","4",328,3.16289375124508,0.75968904,4.16127504130481,0.54598417422453
"411_Fall_2020","X411.ITS_2020.09","411_Fall_2020","411","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Wheat-Clover","4",414,4.88477013964327,0.98113928,53.0202452504465,0.810633718184466
"412_Fall_2020","X412.ITS_2020.09","412_Fall_2020","412","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","No cover","4",336,4.25004967330527,0.96110824,25.7123874054556,0.73061173431868
"413_Fall_2020","X413.ITS_2020.09","413_Fall_2020","413","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Wheat","4",382,4.81429023113479,0.9837496,61.5369467828485,0.809747627302538
"414_Fall_2020","X414.ITS_2020.09","414_Fall_2020","414","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Clover","4",398,4.9160612394838,0.9846232,65.0330367826856,0.821197803831757
"415_Fall_2020","X415.ITS_2020.09","415_Fall_2020","415","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","SHM","4",306,4.21661344627264,0.95708848,23.3037655156471,0.736708439057594
"416_Fall_2020","X416.ITS_2020.09","416_Fall_2020","416","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","Wheat-Clover","4",319,4.23028620920392,0.9561616,22.8110514982299,0.733763397220347
"417_Fall_2020","X417.ITS_2020.09","417_Fall_2020","417","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","Wheat","4",370,4.34224212468286,0.95450504,21.9804567363066,0.734292706124056
"418_Fall_2020","X418.ITS_2020.09","418_Fall_2020","418","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","SHM","4",304,3.57056010067354,0.86427728,7.36796315311097,0.624548329509631
"419_Fall_2020","X419.ITS_2020.09","419_Fall_2020","419","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","Clover","4",430,5.00309292239466,0.98437336,63.9932832649885,0.825077529993429
"420_Fall_2020","X420.ITS_2020.09","420_Fall_2020","420","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","No cover","4",364,4.7252969270928,0.97999712,49.9928010366508,0.801284320055641
"101_Spring_2021","X101.ITS_2021.04","101_Spring_2021","101","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Corn-Corn","No cover","1",365,4.73581494708561,0.9823856,56.7717322190935,0.802694464541823
"102_Spring_2021","X102.ITS_2021.04","102_Spring_2021","102","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Corn-Corn","Wheat","1",357,4.73545941158765,0.98181296,54.9842085353088,0.805660476652774
"103_Spring_2021","X103.ITS_2021.04","103_Spring_2021","103","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Corn-Corn","SHM","1",321,4.36172054639096,0.96517992,28.7190609556326,0.755742015440586
"104_Spring_2021","X104.ITS_2021.04","104_Spring_2021","104","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Corn-Corn","Wheat-Clover","1",337,4.68188366367908,0.97916784,48.0027035122619,0.804435902324097
"105_Spring_2021","X105.ITS_2021.04","105_Spring_2021","105","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Corn-Corn","Clover","1",297,4.17520807588684,0.95522304,22.3329140700932,0.733298998636213
"106_Spring_2021","X106.ITS_2021.04","106_Spring_2021","106","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","Wheat","1",312,4.67027421355936,0.97984648,49.6191236071912,0.813211147692347
"107_Spring_2021","X107.ITS_2021.04","107_Spring_2021","107","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","SHM","1",358,4.68166856429352,0.97948096,48.7352234802409,0.796129972422624
"108_Spring_2021","X108.ITS_2021.04","108_Spring_2021","108","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","Clover","1",267,4.10608535469529,0.94537288,18.3059257013733,0.734902920155866
"109_Spring_2021","X109.ITS_2021.04","109_Spring_2021","109","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","No cover","1",284,4.37877418279889,0.96958152,32.8747524531141,0.775145008312911
"110_Spring_2021","X110.ITS_2021.04","110_Spring_2021","110","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","Wheat-Clover","1",349,4.89498866334113,0.98511616,67.1869625042999,0.836025368839508
"111_Spring_2021","X111.ITS_2021.04","111_Spring_2021","111","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","No cover","1",277,4.27427284345968,0.97216096,35.9207788774326,0.760003474163671
"112_Spring_2021","X112.ITS_2021.04","112_Spring_2021","112","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","Wheat-Clover","1",337,4.65433626783741,0.97937416,48.4828739096202,0.799702740241817
"113_Spring_2021","X113.ITS_2021.04","113_Spring_2021","113","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","SHM","1",251,4.24814777463118,0.97013336,33.48217275194,0.768832495983341
"114_Spring_2021","X114.ITS_2021.04","114_Spring_2021","114","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","Wheat","1",291,4.03808115635081,0.93433528,15.2288778509982,0.711766449078804
"115_Spring_2021","X115.ITS_2021.04","115_Spring_2021","115","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","Clover","1",212,3.63773620616476,0.93047136,14.3825623512843,0.679114648701799
"116_Spring_2021","X116.ITS_2021.04","116_Spring_2021","116","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Soybean-Corn","SHM","1",327,4.57043296602892,0.97687968,43.2519965121591,0.789372090848192
"117_Spring_2021","X117.ITS_2021.04","117_Spring_2021","117","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Soybean-Corn","No cover","1",312,4.32147424087852,0.96607976,29.480923484032,0.752476378569943
"118_Spring_2021","X118.ITS_2021.04","118_Spring_2021","118","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Soybean-Corn","Wheat-Clover","1",317,4.57565422719287,0.97802856,45.5136304220389,0.794535904041342
"119_Spring_2021","X119.ITS_2021.04","119_Spring_2021","119","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Soybean-Corn","Clover","1",319,4.73786966179214,0.98302424,58.9075246115638,0.821806177336175
"120_Spring_2021","X120.ITS_2021.04","120_Spring_2021","120","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Soybean-Corn","Wheat","1",287,4.31340724250252,0.96999752,33.3305780055516,0.76215580826303
"201_Spring_2021","X201.ITS_2021.04","201_Spring_2021","201","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","No cover","2",309,4.54978186595836,0.9769984,43.4752365052867,0.793565505038311
"202_Spring_2021","X202.ITS_2021.04","202_Spring_2021","202","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","SHM","2",290,4.53034600422727,0.98145912,53.9348725626831,0.799019603015891
"203_Spring_2021","X203.ITS_2021.04","203_Spring_2021","203","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","Wheat","2",350,4.74044465658592,0.98033216,50.8444241970649,0.80923502053924
"204_Spring_2021","X204.ITS_2021.04","204_Spring_2021","204","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","Clover","2",242,4.09135276039029,0.95907352,24.4340583407125,0.745381522711321
"205_Spring_2021","X205.ITS_2021.04","205_Spring_2021","205","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","Wheat-Clover","2",325,4.44347269820126,0.9715172,35.1089078320952,0.768258472226407
"206_Spring_2021","X206.ITS_2021.04","206_Spring_2021","206","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","No cover","2",253,3.30482401614149,0.80734544,5.19063758470081,0.59725129107105
"207_Spring_2021","X207.ITS_2021.04","207_Spring_2021","207","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","Wheat","2",337,4.90264523811759,0.986074,71.8081286801666,0.84236690383736
"208_Spring_2021","X208.ITS_2021.04","208_Spring_2021","208","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","Clover","2",261,3.84727620243199,0.9282984,13.9466901714885,0.691394032335495
"209_Spring_2021","X209.ITS_2021.04","209_Spring_2021","209","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","Wheat-Clover","2",137,3.86255737688226,0.94900424,19.6094734150447,0.785075681209499
"210_Spring_2021","X210.ITS_2021.04","210_Spring_2021","210","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","SHM","2",273,3.80374058629769,0.93553264,15.5117256236333,0.678092470232711
"211_Spring_2021","X211.ITS_2021.04","211_Spring_2021","211","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Soybean-Corn","Clover","2",307,4.67174738816157,0.9821204,55.9296628559924,0.81576245677735
"212_Spring_2021","X212.ITS_2021.04","212_Spring_2021","212","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Soybean-Corn","No cover","2",241,4.02264056519228,0.95633688,22.9026235413319,0.733416499092187
"213_Spring_2021","X213.ITS_2021.04","213_Spring_2021","213","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Soybean-Corn","Wheat","2",349,4.61240125960811,0.97734488,44.1401325616461,0.78776167413382
"214_Spring_2021","X214.ITS_2021.04","214_Spring_2021","214","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Soybean-Corn","Wheat-Clover","2",326,4.81284515662532,0.98377296,61.6255336771217,0.831679713575405
