"","X","Plot","Rep","Depth","Year","Season","Cropping.system","Cover","GMC","BD","MBC","pH","AG","BG","CB","LAP","NAG","PHOS","XYL","sep","asep","bac_richness","bac_shannon.div","bac_simpson.div","bac_invsimpson.div","bac_evenness","fun_richness","fun_shannon.div","fun_simpson.div","fun_invsimpson.div","fun_evenness","amf_relabund","amf_richness","amf_shannon.div","amf_simpson.div","amf_invsimpson.div","amf_evenness","plantpath_relabund","plantpath_richness","plantpath_shannon.div","plantpath_simpson.div","plantpath_invsimpson.div","plantpath_evenness","sap_relabund","sap_richness","sap_shannon.div","sap_simpson.div","sap_invsimpson.div","sap_evenness","orgC","totN","POC","MAOC","sandC","POM","MAOM","sandM","POMc","MAOMc","sandc","poxc","noN","nhN","inorgN","P","K","Ca","Mg","Mn","Zn","Al","B","Cu","Fe","Na","Ni","Si","WEC","WEN","WAS","MWD4","MWD5","CCpc","CCc","CCn","CCcn","Wc","Wn","Wcn","inputC","inputN","Weeds","Wheat","Clover","Radish","Vetch","Grass","Yield","Yield.crop","tissue.N.percent","tissue.P.percent","tissue.K.percent","tissue.Ca.percent","tissue.Mg.percent","tissue.S.percent","tissue.B.ppm","tissue.Cu.ppm","tissue.Fe.ppm","tissue.Mn.ppm","tissue.Zn.ppm","tissue.Na.ppm","Notes","season.year","new.name"
"40",40,114,1,"0-10 cm",2020,"Fall","Soybean-Soybean-Soybean","Wheat",0.186440678,1.351244752,110.5316,6.695,6.276741,73.949141,31.579297,23.757574,31.105007,173.244172,13.929325,1.46902565,7.275174646,538,5.998463647,0.9968197,314.4357172,0.953975601,478,4.94296984813326,0.981356872981992,53.6390702608018,0.801180181774151,0.0078,29,3.182870587,0.952146943,20.89730659,0.94523046,0.2532,79,2.700104953,0.856070594,6.947850516,0.617951065,0.6138,63,2.763324373,0.849492422,6.644183733,0.666964643,10.48,1.07,1.9866624,NA,NA,1.02,85.07,15.13,19.4,NA,NA,NA,4.860034,1.916022,6.776056,23.5482,77.0352,1212.93,61.295,31.9721,2.7204,117.076,0.2432,0.3643,13.442,5.6578,0.7151,32.2054,46.00496821,20.95664908,59.15304208,3.886473538,4.014781337,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high P, high Ni,","Fall 2020","114_Fall_2020"
"43",43,115,1,"0-10 cm",2020,"Fall","Soybean-Soybean-Soybean","Clover",0.208333333,1.158513304,167.6888,6.595,7.007009,76.889791,37.67059,39.961419,27.688072,160.507389,15.241824,3.470546672,9.774192669,1510,6.847837167,0.997995491,498.8752921,0.935514143,415,4.14821667832268,0.917318204627621,12.0945607856753,0.688126247717555,0.0048,22,2.908411553,0.935156715,15.42179732,0.940916081,0.2172,80,3.014857427,0.913327946,11.53774439,0.688005272,0.4936,56,2.549876955,0.856885711,6.987422466,0.633454453,12.06,1.24,1.9866624,NA,NA,1.02,85.07,15.13,19.4,NA,NA,NA,2.903945,1.868608,4.772553,23.5482,77.0352,1212.93,61.295,31.9721,2.7204,117.076,0.2432,0.3643,13.442,5.6578,0.7151,32.2054,83.0989154,10.93663131,62.23589195,3.688126506,3.682290663,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high ag, high cb, high xyl, high asept. hyph., low fun_evenness, high P, high Ni,","Fall 2020","115_Fall_2020"
"46",46,116,1,"0-10 cm",2020,"Fall","Corn-Soybean-Corn","SHM",0.193548387,1.328467297,272.8083,6.63,5.027289,74.3922,34.16952,36.172311,29.699742,157.724759,11.283237,2.884459973,5.63780813,704,6.238447906,0.997338202,375.6858905,0.951450174,447,5.04225601805159,0.983796182535775,61.7138524429707,0.826252782316936,0.0098,26,2.976689337,0.933474723,15.03188029,0.913628342,0.2712,70,2.782603651,0.862255524,7.259819242,0.654962167,0.6456,45,3.003388415,0.915956506,11.89860093,0.788982061,11.36,1.13,2.7087296,NA,NA,1.07,85.2,14.93,25.27,NA,NA,NA,3.055394,0.983089,4.038483,27.4075,96.1952,1229.82,53.6301,34.8503,3.2345,113.863,0.2746,0.3724,14.1588,4.3211,0.6596,29.1011,37.52066136,8.939440354,66.487214,3.084622432,3.053800514,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high mbc/n, high cb, high P, high K, high Ni,","Fall 2020","116_Fall_2020"
"49",49,117,1,"0-10 cm",2020,"Fall","Corn-Soybean-Corn","No cover",0.195652174,1.377511855,170.0632,6.6,5.152763,79.275609,38.218565,27.776369,29.479931,194.504065,13.703937,2.989720974,4.898819909,2141,7.183660382,0.998692916,765.0615901,0.936710638,476,4.79753586196651,0.977265519976536,43.9860510980646,0.778136368920055,0.0102,33,3.212687691,0.949788743,19.91585274,0.918827611,0.2584,88,2.619989895,0.825256264,5.722665776,0.585167032,0.6214,61,2.479949231,0.840491952,6.269276155,0.603265708,12.83,1.25,2.7087296,NA,NA,1.07,85.2,14.93,25.27,NA,NA,NA,4.205475,1.378589,5.584064,27.4075,96.1952,1229.82,53.6301,34.8503,3.2345,113.863,0.2746,0.3724,14.1588,4.3211,0.6596,29.1011,64.67641813,9.747376986,85.17298188,3.657882022,3.904195225,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high cb, high P, high K, high Ni,","Fall 2020","117_Fall_2020"
"52",52,118,1,"0-10 cm",2020,"Fall","Corn-Soybean-Corn","Wheat-Clover",0.1875,1.357527287,218.8166,6.685,5.920863,91.594371,58.879173,37.955183,31.264347,206.680272,17.79627,2.546508445,8.327770859,1587,6.946052695,0.998525168,678.0434844,0.942527683,550,5.15716373627107,0.983905131457107,62.1316040783436,0.817310701798908,0.0242,41,3.332800487,0.956118034,22.7884047,0.897464874,0.1838,75,2.799025528,0.867863276,7.567918812,0.648299533,0.564,62,2.408952524,0.781903399,4.585124178,0.583686476,12.49,1.24,2.7087296,NA,NA,1.07,85.2,14.93,25.27,NA,NA,NA,7.264506,1.617684,8.88219,27.4075,96.1952,1229.82,53.6301,34.8503,3.2345,113.863,0.2746,0.3724,14.1588,4.3211,0.6596,29.1011,84.11962133,40.45575837,27.08219924,3.203406489,3.304551527,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high cb, high xyl, high wen, high P, high K, high Ni,","Fall 2020","118_Fall_2020"
"55",55,119,1,"0-10 cm",2020,"Fall","Corn-Soybean-Corn","Clover",0.179487179,1.43100073,0,6.7,8.802063,96.297142,42.515999,29.525507,34.140936,246.081855,19.141633,2.171526162,3.841930902,604,6.051792001,0.996690574,302.1672482,0.945064711,518,5.00668072104169,0.978700140215238,46.9486658647115,0.801072088604255,0.0152,46,3.570236016,0.966941832,30.2497104,0.932507291,0.2684,87,2.554891579,0.797929532,4.948768665,0.572087806,0.5998,67,2.938499814,0.905446843,10.5760615,0.698861981,12.87,1.22,2.7087296,NA,NA,1.07,85.2,14.93,25.27,NA,NA,NA,7.188485,1.701838,8.890323,27.4075,96.1952,1229.82,53.6301,34.8503,3.2345,113.863,0.2746,0.3724,14.1588,4.3211,0.6596,29.1011,68.96836209,11.47866977,49.54782132,3.409960784,3.307019608,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high ag, high cb, high phos, high xyl, high P, high K, high Ni,","Fall 2020","119_Fall_2020"
"58",58,120,1,"0-10 cm",2020,"Fall","Corn-Soybean-Corn","Wheat",0.218181818,1.210859754,225.6656,6.645,6.802307,101.624389,38.894831,26.914974,40.733021,306.573757,20.12335,2.6740558,0.880068998,1628,6.605673108,0.987329312,78.92231518,0.893249093,414,4.60005665522581,0.966205764416624,29.5908453834627,0.763385159113591,0.0042,25,3.08258825,0.9483531,19.36224624,0.957659884,0.245,84,3.097849489,0.922409529,12.88818059,0.699159913,0.7454,55,2.762398893,0.884580884,8.664076095,0.689335966,11.57,1.17,2.7087296,NA,NA,1.07,85.2,14.93,25.27,NA,NA,NA,9.949717,1.504895,11.454612,27.4075,96.1952,1229.82,53.6301,34.8503,3.2345,113.863,0.2746,0.3724,14.1588,4.3211,0.6596,29.1011,47.59328621,12.17797626,57.83199335,3.176644256,3.12883094,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high cb, high nag, high phos, high xyl, low bac_evenness, high no-n, high P, high K, high Ni,","Fall 2020","120_Fall_2020"
"61",61,201,2,"0-10 cm",2020,"Fall","Corn-Cotton-Soybean","No cover",0.208333333,1.294484333,132.664,6.695,5.900297,105.571913,42.94913,41.534497,24.777856,211.638561,15.465849,2.906328035,5.252400064,563,5.998577787,0.996506558,286.2506325,0.947151893,461,4.81775918228706,0.979017364853751,47.6584562915952,0.785495927137513,0.02,64,3.779488666,0.967471593,30.74235964,0.908774926,0.1886,66,2.620023616,0.849426437,6.641272075,0.625355495,0.4946,55,3.096505176,0.927861333,13.86219136,0.772709688,9.09,0.97,2.7672556,NA,NA,1.39,78.83,21.5,19.94,NA,NA,NA,11.947498,1.825294,13.772792,14.9721,63.0094,992.569,45.275,35.9616,2.0926,103.353,0.2338,0.3524,13.3234,7.064,0.5199,27.6794,41.46167539,7.412243744,59.46462715,3.574731123,3.57358011,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high cb, high xyl, high no-n, high inorg. n,","Fall 2020","201_Fall_2020"
"64",64,202,2,"0-10 cm",2020,"Fall","Corn-Cotton-Soybean","SHM",0.147058824,1.38142833,157.9228,6.595,5.256849,69.478395,30.19096,29.235857,23.684036,133.426824,12.686953,3.02731035,4.660017055,1934,7.075351149,0.998537265,683.6509139,0.934984531,436,4.44898374055831,0.954447107163983,21.9525026346807,0.73202461784041,0.0134,50,3.65435787,0.96813908,31.38641347,0.934135066,0.1644,68,2.908179163,0.899515435,9.951777128,0.689222385,0.4618,60,3.08658053,0.921240644,12.69690423,0.753864381,9.4,0.98,2.7672556,NA,NA,1.39,78.83,21.5,19.94,NA,NA,NA,2.557559,2.455354,5.012913,14.9721,63.0094,992.569,45.275,35.9616,2.0926,103.353,0.2338,0.3524,13.3234,7.064,0.5199,27.6794,32.02580851,12.56397455,61.04932991,3.459675177,3.59407234,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2020","202_Fall_2020"
"67",67,203,2,"0-10 cm",2020,"Fall","Corn-Cotton-Soybean","Wheat",0.185185185,1.408604275,272.8364,6.28,6.722577,99.317059,36.958443,43.918256,23.742106,191.056838,15.225097,2.453896231,4.587719041,1602,6.859629471,0.997882628,472.2835073,0.929614028,457,4.69511394904405,0.97343545059402,37.6441544223923,0.766588842130917,0.0118,55,3.809949185,0.97304419,37.09775361,0.9507443,0.2572,76,2.825728167,0.873276339,7.891186188,0.652482604,0.575,55,3.026609288,0.924238314,13.19928383,0.755267693,9.17,0.94,2.7672556,NA,NA,1.39,78.83,21.5,19.94,NA,NA,NA,0.85091,1.336065,2.186975,14.9721,63.0094,992.569,45.275,35.9616,2.0926,103.353,0.2338,0.3524,13.3234,7.064,0.5199,27.6794,35.49178237,9.605495223,60.85814361,3.405152687,3.477891874,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high mbc/n, high cb, high xyl,","Fall 2020","203_Fall_2020"
