"","original.name","new.name","plot","season.year","season","year","Time","Year","Season","Season.Year","Cropping.system","Cover","Replicate","richness","shannon.div","simpson.div","invsimpson.div","evenness"
"116_Fall_2020","X116.ITS_2020.09","116_Fall_2020","116","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","SHM","1",431,5.00412186951182,0.984180538986834,63.2132788321758,0.824931207156619
"117_Fall_2020","X117.ITS_2020.09","117_Fall_2020","117","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","No cover","1",474,4.81870002456371,0.978539014543407,46.5961827345992,0.7821032101283
"118_Fall_2020","X118.ITS_2020.09","118_Fall_2020","118","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Wheat-Clover","1",540,5.11028218774837,0.983723256459905,61.4373506307726,0.81224287207104
"119_Fall_2020","X119.ITS_2020.09","119_Fall_2020","119","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Clover","1",523,4.95558647078772,0.976845805853468,43.1887196622553,0.791680162521537
"120_Fall_2020","X120.ITS_2020.09","120_Fall_2020","120","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Wheat","1",407,4.57289928227246,0.96534795962612,28.8583295301074,0.761032027647509
"201_Fall_2020","X201.ITS_2020.09","201_Fall_2020","201","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","No cover","2",442,4.74376960387454,0.977257851592516,43.9712195207955,0.778776600716376
"202_Fall_2020","X202.ITS_2020.09","202_Fall_2020","202","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","SHM","2",416,4.36411873228355,0.952449556586063,21.0302981045787,0.723652212633376
"203_Fall_2020","X203.ITS_2020.09","203_Fall_2020","203","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","Wheat","2",442,4.67231606669659,0.973191917823552,37.3021834765392,0.767046194849457
"204_Fall_2020","X204.ITS_2020.09","204_Fall_2020","204","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","Clover","2",425,4.68125106989065,0.966473019566113,29.8267242399572,0.773493406859801
"205_Fall_2020","X205.ITS_2020.09","205_Fall_2020","205","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","Wheat-Clover","2",442,4.68960098100659,0.974943151359568,39.9092485391948,0.769883829881103
"206_Fall_2020","X206.ITS_2020.09","206_Fall_2020","206","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","No cover","2",512,5.00270226078639,0.98022264,50.5628658223345,0.801930415853392
"207_Fall_2020","X207.ITS_2020.09","207_Fall_2020","207","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","Wheat","2",378,4.46053288060571,0.971242218037526,34.7731963927158,0.751577489603425
"208_Fall_2020","X208.ITS_2020.09","208_Fall_2020","208","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","Clover","2",480,5.16604728955034,0.988476936472069,86.7824773833896,0.83677134299896
"209_Fall_2020","X209.ITS_2020.09","209_Fall_2020","209","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","Wheat-Clover","2",416,5.05501520320893,0.987023329851007,77.061371562844,0.838215722600972
"210_Fall_2020","X210.ITS_2020.09","210_Fall_2020","210","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","SHM","2",437,4.7985717075196,0.980592527740852,51.5265453762868,0.78924743965779
"211_Fall_2020","X211.ITS_2020.09","211_Fall_2020","211","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Clover","2",376,4.68091744838825,0.974191157495352,38.7464102591931,0.789416827236062
"212_Fall_2020","X212.ITS_2020.09","212_Fall_2020","212","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","No cover","2",379,4.31205907858502,0.956866148601563,23.1836473576818,0.726237100650261
"213_Fall_2020","X213.ITS_2020.09","213_Fall_2020","213","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Wheat","2",434,4.73764642129439,0.978428379212577,46.3572028200614,0.780110600983131
"214_Fall_2020","X214.ITS_2020.09","214_Fall_2020","214","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Wheat-Clover","2",405,4.02218501086034,0.900141919999999,10.0142121699115,0.669930157896651
"215_Fall_2020","X215.ITS_2020.09","215_Fall_2020","215","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","SHM","2",534,5.16308285802528,0.98690528,76.3666577063121,0.822095133876163
"216_Fall_2020","X216.ITS_2020.09","216_Fall_2020","216","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","No cover","2",489,4.74805354819072,0.970395026652579,33.7781084368754,0.766759626275265
"217_Fall_2020","X217.ITS_2020.09","217_Fall_2020","217","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Wheat","2",351,4.01524630417791,0.925988719503052,13.5114538390027,0.685103696173282
"218_Fall_2020","X218.ITS_2020.09","218_Fall_2020","218","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Wheat-Clover","2",362,4.33398028930232,0.931538761963369,14.6068056710417,0.735614733931677
"219_Fall_2020","X219.ITS_2020.09","219_Fall_2020","219","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","SHM","2",436,4.48698632963605,0.954536678820963,21.9957533692258,0.738277468461772
"220_Fall_2020","X220.ITS_2020.09","220_Fall_2020","220","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Clover","2",457,4.51446061755493,0.950094922036806,20.0380410333697,0.737092895980018
"301_Fall_2020","X301.ITS_2020.09","301_Fall_2020","301","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Clover","3",396,3.82367981724264,0.894784353923494,9.50428987788438,0.63926016192761
"302_Fall_2020","X302.ITS_2020.09","302_Fall_2020","302","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","No cover","3",389,4.27141945747097,0.960362685664945,25.2287526734778,0.716250964622742
"303_Fall_2020","X303.ITS_2020.09","303_Fall_2020","303","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","SHM","3",430,4.63777375051898,0.973959440703445,38.4016329531103,0.764831469273421
"304_Fall_2020","X304.ITS_2020.09","304_Fall_2020","304","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Wheat-Clover","3",455,4.39357400242525,0.949142372922197,19.662734135633,0.71786936184195
"305_Fall_2020","X305.ITS_2020.09","305_Fall_2020","305","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Wheat","3",347,3.84323847519801,0.937543835086323,16.0112296581472,0.657039678899985
"306_Fall_2020","X306.ITS_2020.09","306_Fall_2020","306","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Clover","3",381,4.39557967060146,0.966539098964682,29.8856267780864,0.739647999728704
"307_Fall_2020","X307.ITS_2020.09","307_Fall_2020","307","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Wheat","3",448,4.81095150967472,0.978866273681088,47.3177320889759,0.788061335825385
"308_Fall_2020","X308.ITS_2020.09","308_Fall_2020","308","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","SHM","3",451,4.52328640921925,0.957925146849456,23.7671655423725,0.740130996034634
"309_Fall_2020","X309.ITS_2020.09","309_Fall_2020","309","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Wheat-Clover","3",478,4.84850564089506,0.975864935810259,41.4334924547269,0.785868971499455
"310_Fall_2020","X310.ITS_2020.09","310_Fall_2020","310","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","No cover","3",523,4.92448633790999,0.979987093322289,49.9677541150856,0.786711757995408
"311_Fall_2020","X311.ITS_2020.09","311_Fall_2020","311","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","SHM","3",467,5.08081001163943,0.986438149719135,73.7362512702946,0.826641365706207
"312_Fall_2020","X312.ITS_2020.09","312_Fall_2020","312","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","Wheat-Clover","3",482,4.90396864692904,0.979984561837401,49.9614343626324,0.793786501851945
"313_Fall_2020","X313.ITS_2020.09","313_Fall_2020","313","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","No cover","3",454,4.48464771294348,0.959863587040272,24.9150316697057,0.733013479154794
"314_Fall_2020","X314.ITS_2020.09","314_Fall_2020","314","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","Clover","3",291,3.68626269859107,0.914347091377567,11.6750267572127,0.649753684920709
"315_Fall_2020","X315.ITS_2020.09","315_Fall_2020","315","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","Wheat","3",510,5.14039224114578,0.987010924924086,76.9877758158719,0.824519343895725
"316_Fall_2020","X316.ITS_2020.09","316_Fall_2020","316","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","SHM","3",492,4.88868011735128,0.982958956883035,58.681853753686,0.788690312728502
"317_Fall_2020","X317.ITS_2020.09","317_Fall_2020","317","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","Clover","3",478,5.00682873159571,0.984814476958011,65.852193384116,0.811530734869202
"318_Fall_2020","X318.ITS_2020.09","318_Fall_2020","318","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","Wheat","3",438,4.74052060156192,0.973194167824251,37.3053145093068,0.779406442190769
"319_Fall_2020","X319.ITS_2020.09","319_Fall_2020","319","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","Wheat-Clover","3",432,4.69748188742022,0.976922166431516,43.3316236999663,0.774085768888768
"320_Fall_2020","X320.ITS_2020.09","320_Fall_2020","320","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","No cover","3",437,4.61169678308902,0.970222290107151,33.5821661100995,0.758511094629966
"401_Fall_2020","X401.ITS_2020.09","401_Fall_2020","401","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","SHM","4",452,4.75263901788632,0.975098716057969,40.1585718362128,0.777377508036693
"402_Fall_2020","X402.ITS_2020.09","402_Fall_2020","402","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","Wheat-Clover","4",443,4.67927881663474,0.969373500503367,32.6514625058586,0.767904363651863
"403_Fall_2020","X403.ITS_2020.09","403_Fall_2020","403","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","No cover","4",498,5.17534704353973,0.988387231659343,86.1121113127643,0.833308694708146
"404_Fall_2020","X404.ITS_2020.09","404_Fall_2020","404","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","Wheat","4",372,4.48858071778319,0.97442272,39.0971987639031,0.758347898829552
"405_Fall_2020","X405.ITS_2020.09","405_Fall_2020","405","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Soybean-Soybean-Soybean","Clover","4",490,4.85069735616917,0.980541556358438,51.3915716190197,0.783077155901823
"406_Fall_2020","X406.ITS_2020.09","406_Fall_2020","406","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Wheat","4",520,4.90684568347434,0.979444354557035,48.6484359138541,0.784614646693247
"407_Fall_2020","X407.ITS_2020.09","407_Fall_2020","407","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Clover","4",509,4.918292602251,0.980819310073848,52.1357679963605,0.789142980284836
"408_Fall_2020","X408.ITS_2020.09","408_Fall_2020","408","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","No cover","4",438,4.54617434475686,0.968869414504416,32.122749510826,0.747453258711381
"409_Fall_2020","X409.ITS_2020.09","409_Fall_2020","409","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","Wheat-Clover","4",478,5.08053564809041,0.985915846902127,71.001784278461,0.823477504234494
"410_Fall_2020","X410.ITS_2020.09","410_Fall_2020","410","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Soybean-Corn","SHM","4",403,3.42348629327622,0.786522097673247,4.68432558639902,0.570682196406705
"411_Fall_2020","X411.ITS_2020.09","411_Fall_2020","411","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Wheat-Clover","4",526,5.03437788963202,0.982451039628217,56.9834325689106,0.803533257011944
"412_Fall_2020","X412.ITS_2020.09","412_Fall_2020","412","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","No cover","4",415,4.46022671360778,0.966542865289698,29.8889910525445,0.739883981577727
"413_Fall_2020","X413.ITS_2020.09","413_Fall_2020","413","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Wheat","4",443,4.92181080203148,0.984782162032503,65.7123569153403,0.807705661503409
"414_Fall_2020","X414.ITS_2020.09","414_Fall_2020","414","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","Clover","4",492,5.06154807997298,0.98567708563051,69.8181930159513,0.81657908520452
"415_Fall_2020","X415.ITS_2020.09","415_Fall_2020","415","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Corn-Corn","SHM","4",355,4.36247076209202,0.962132772959753,26.4080599019613,0.742912679631677
"416_Fall_2020","X416.ITS_2020.09","416_Fall_2020","416","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","Wheat-Clover","4",380,4.38797950048412,0.959939137257337,24.9620185771749,0.738695790710503
"417_Fall_2020","X417.ITS_2020.09","417_Fall_2020","417","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","Wheat","4",445,4.56147059484304,0.962344687029372,26.5566774276982,0.748018207679598
"418_Fall_2020","X418.ITS_2020.09","418_Fall_2020","418","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","SHM","4",377,3.75156571738329,0.873924095228755,7.93172971325825,0.632402336525334
"419_Fall_2020","X419.ITS_2020.09","419_Fall_2020","419","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","Clover","4",523,5.16568169381375,0.985729994258523,70.07705659805,0.825243943779461
"420_Fall_2020","X420.ITS_2020.09","420_Fall_2020","420","Fall_2020","Fall","2020","Fall 2020","2020","Fall","Fall 2020","Corn-Cotton-Soybean","No cover","4",446,4.89919548913425,0.982521179838497,57.212099601694,0.803104809382456
"101_Spring_2021","X101.ITS_2021.04","101_Spring_2021","101","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Corn-Corn","No cover","1",437,4.96107717674365,0.985594159875538,69.4162916817305,0.81597560656514
"102_Spring_2021","X102.ITS_2021.04","102_Spring_2021","102","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Corn-Corn","Wheat","1",449,4.91645970132462,0.983870347596944,61.9976162543056,0.80505015155465
"103_Spring_2021","X103.ITS_2021.04","103_Spring_2021","103","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Corn-Corn","SHM","1",382,4.55018087425974,0.97144834829655,35.0242434443531,0.76532531065555
"104_Spring_2021","X104.ITS_2021.04","104_Spring_2021","104","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Corn-Corn","Wheat-Clover","1",417,4.87782319835177,0.981955967661174,55.4199849136976,0.808512097958617
"105_Spring_2021","X105.ITS_2021.04","105_Spring_2021","105","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Corn-Corn","Clover","1",348,4.2961517681752,0.958468141158024,24.0779013480923,0.734108531449985
"106_Spring_2021","X106.ITS_2021.04","106_Spring_2021","106","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","Wheat","1",387,4.81983476887432,0.9824756,57.0632946063776,0.808910914744396
"107_Spring_2021","X107.ITS_2021.04","107_Spring_2021","107","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","SHM","1",448,4.80692901029739,0.980804598678206,52.095811034938,0.787402427452212
"108_Spring_2021","X108.ITS_2021.04","108_Spring_2021","108","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","Clover","1",327,4.30147825583272,0.952064133292222,20.8612062048676,0.742920180600506
"109_Spring_2021","X109.ITS_2021.04","109_Spring_2021","109","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","No cover","1",336,4.48798003741008,0.97181932885877,35.4853152711807,0.771513542374608
"110_Spring_2021","X110.ITS_2021.04","110_Spring_2021","110","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","Wheat-Clover","1",422,5.01977043781737,0.985962560125629,71.2380611386105,0.830399673290918
"111_Spring_2021","X111.ITS_2021.04","111_Spring_2021","111","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","No cover","1",333,4.42009735072089,0.974976887643021,39.9630543848442,0.761017374891533
"112_Spring_2021","X112.ITS_2021.04","112_Spring_2021","112","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","Wheat-Clover","1",400,4.78365584040534,0.980470629032788,51.2049262456483,0.798411774415716
"113_Spring_2021","X113.ITS_2021.04","113_Spring_2021","113","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","SHM","1",305,4.36931029137527,0.971986636547028,35.6972486248845,0.7638238022695
"114_Spring_2021","X114.ITS_2021.04","114_Spring_2021","114","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","Wheat","1",328,4.09923826468982,0.936181881232001,15.669531150477,0.707617579001895
"115_Spring_2021","X115.ITS_2021.04","115_Spring_2021","115","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","Clover","1",260,3.76804495966829,0.93519896,15.4318510937478,0.677622854480907
"116_Spring_2021","X116.ITS_2021.04","116_Spring_2021","116","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Soybean-Corn","SHM","1",392,4.6939036899713,0.977536895656787,44.5174444600812,0.786082375201289
"117_Spring_2021","X117.ITS_2021.04","117_Spring_2021","117","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Soybean-Corn","No cover","1",355,4.37123001480668,0.966426483867106,29.7853819076236,0.74440434806012
"118_Spring_2021","X118.ITS_2021.04","118_Spring_2021","118","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Soybean-Corn","Wheat-Clover","1",378,4.77604792672665,0.981190715581951,53.1652336034871,0.804740197432963
"119_Spring_2021","X119.ITS_2021.04","119_Spring_2021","119","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Soybean-Corn","Clover","1",394,4.87198703972782,0.984771429851582,65.6660467958567,0.815211006460154
"120_Spring_2021","X120.ITS_2021.04","120_Spring_2021","120","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Soybean-Corn","Wheat","1",345,4.40872080966679,0.970344440297127,33.7204898514572,0.754460049420914
"201_Spring_2021","X201.ITS_2021.04","201_Spring_2021","201","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","No cover","2",378,4.72249910781593,0.979623595650286,49.0763720054478,0.795717489167963
"202_Spring_2021","X202.ITS_2021.04","202_Spring_2021","202","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","SHM","2",374,4.7277445524328,0.983632004297636,61.0948352005947,0.798031805867682
"203_Spring_2021","X203.ITS_2021.04","203_Spring_2021","203","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","Wheat","2",428,4.9048988558668,0.982560078372419,57.3397072162577,0.809506375352025
"204_Spring_2021","X204.ITS_2021.04","204_Spring_2021","204","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","Clover","2",289,4.15447306257546,0.95892554700952,24.3460332930489,0.733173354433599
"205_Spring_2021","X205.ITS_2021.04","205_Spring_2021","205","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Cotton-Soybean","Wheat-Clover","2",380,4.5353191492898,0.972161832793719,35.9219050805319,0.763499730283491
"206_Spring_2021","X206.ITS_2021.04","206_Spring_2021","206","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","No cover","2",308,3.54498353575576,0.831555191104053,5.93666261699835,0.61866000070179
"207_Spring_2021","X207.ITS_2021.04","207_Spring_2021","207","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","Wheat","2",405,5.0546401609022,0.987481662501603,79.8828119251529,0.841894610009409
"208_Spring_2021","X208.ITS_2021.04","208_Spring_2021","208","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","Clover","2",327,4.0845206714058,0.939932410299737,16.6479128759785,0.705448837443874
"209_Spring_2021","X209.ITS_2021.04","209_Spring_2021","209","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","Wheat-Clover","2",172,4.04605481229539,0.95459288,22.0229778942157,0.786024119213839
"210_Spring_2021","X210.ITS_2021.04","210_Spring_2021","210","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Soybean-Soybean-Soybean","SHM","2",317,3.86646804002161,0.937559337460474,16.0152048253329,0.671389822545704
"211_Spring_2021","X211.ITS_2021.04","211_Spring_2021","211","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Soybean-Corn","Clover","2",394,4.79349013061405,0.98274016,57.9379646624768,0.802076418095931
"212_Spring_2021","X212.ITS_2021.04","212_Spring_2021","212","Spring_2021","Spring","2021","Spring 2021","2021","Spring","Spring 2021","Corn-Soybean-Corn","No cover","2",285,4.19160309182878,0.961280150315428,25.8265465425723,0.741549954038048
